frozenset({'bottled water', 'bottled beer', 'soda'}),	0.005083884087442806
frozenset({'root vegetables', 'whole milk', 'bottled water'}),	0.007320793085917641
frozenset({'other vegetables', 'citrus fruit', 'whipped/sour cream'}),	0.0056939501779359435
frozenset({'other vegetables', 'rolls/buns', 'pork'}),	0.005592272496187087
frozenset({'other vegetables', 'yogurt', 'soda'}),	0.008337569903406202
frozenset({'other vegetables', 'beef', 'rolls/buns'}),	0.005795627859684799
frozenset({'citrus fruit', 'yogurt', 'rolls/buns'}),	0.005795627859684799
frozenset({'other vegetables', 'whole milk', 'tropical fruit'}),	0.01708185053380783
frozenset({'other vegetables', 'whole milk', 'bottled beer'}),	0.007625826131164209
frozenset({'root vegetables', 'newspapers', 'whole milk'}),	0.005795627859684799
frozenset({'fruit/vegetable juice', 'yogurt', 'soda'}),	0.005083884087442806
frozenset({'whole milk', 'soda', 'chocolate'}),	0.005083884087442806
frozenset({'whole milk', 'brown bread', 'tropical fruit'}),	0.0056939501779359435
frozenset({'other vegetables', 'yogurt', 'pip fruit'}),	0.00813421453990849
frozenset({'soda', 'sausage', 'rolls/buns'}),	0.009659379766141332
frozenset({'root vegetables', 'whole milk', 'tropical fruit'}),	0.011997966446365024
frozenset({'whole milk', 'butter', 'yogurt'}),	0.009354346720894764
frozenset({'other vegetables', 'newspapers', 'whole milk'}),	0.008337569903406202
frozenset({'root vegetables', 'yogurt', 'pip fruit'}),	0.0052872394509405184
frozenset({'whole milk', 'yogurt', 'napkins'}),	0.006100660904931368
frozenset({'pastry', 'whole milk', 'soda'}),	0.008235892221657347
frozenset({'other vegetables', 'bottled water', 'sausage'}),	0.005083884087442806
frozenset({'whole milk', 'tropical fruit', 'domestic eggs'}),	0.006914082358922217
frozenset({'other vegetables', 'rolls/buns', 'frankfurter'}),	0.005592272496187087
frozenset({'whole milk', 'tropical fruit', 'whipped/sour cream'}),	0.007930859176410779
frozenset({'whole milk', 'yogurt', 'coffee'}),	0.005083884087442806
frozenset({'whole milk', 'yogurt', 'margarine'}),	0.007015760040671073
frozenset({'other vegetables', 'yogurt', 'domestic eggs'}),	0.005795627859684799
frozenset({'other vegetables', 'root vegetables', 'whipped/sour cream'}),	0.008540925266903915
frozenset({'other vegetables', 'yogurt', 'beef'}),	0.005185561769191663
frozenset({'root vegetables', 'whole milk', 'beef'}),	0.008032536858159633
frozenset({'other vegetables', 'whole milk', 'margarine'}),	0.009252669039145907
frozenset({'other vegetables', 'long life bakery product', 'whole milk'}),	0.0056939501779359435
frozenset({'other vegetables', 'whole milk', 'coffee'}),	0.006405693950177936
frozenset({'fruit/vegetable juice', 'whole milk', 'root vegetables'}),	0.006507371631926792
frozenset({'whole milk', 'yogurt', 'sausage'}),	0.008744280630401627
frozenset({'other vegetables', 'root vegetables', 'pip fruit'}),	0.00813421453990849
frozenset({'whole milk', 'margarine', 'rolls/buns'}),	0.007930859176410779
frozenset({'root vegetables', 'yogurt', 'tropical fruit'}),	0.00813421453990849
frozenset({'whole milk', 'soda', 'domestic eggs'}),	0.005185561769191663
frozenset({'whole milk', 'soda', 'whipped/sour cream'}),	0.005490594814438231
frozenset({'other vegetables', 'rolls/buns', 'domestic eggs'}),	0.005897305541433655
frozenset({'other vegetables', 'yogurt', 'frozen vegetables'}),	0.0052872394509405184
frozenset({'other vegetables', 'whole milk', 'rolls/buns'}),	0.017895271987798677
frozenset({'other vegetables', 'root vegetables', 'butter'}),	0.0066090493136756485
frozenset({'other vegetables', 'yogurt', 'tropical fruit'}),	0.012302999491611592
frozenset({'citrus fruit', 'whole milk', 'rolls/buns'}),	0.007219115404168785
frozenset({'whole milk', 'butter', 'whipped/sour cream'}),	0.006710726995424504
frozenset({'whole milk', 'butter', 'domestic eggs'}),	0.005998983223182512
frozenset({'other vegetables', 'citrus fruit', 'pip fruit'}),	0.005897305541433655
frozenset({'whole milk', 'soda', 'bottled water'}),	0.0075241484494153535
frozenset({'whole milk', 'curd', 'whipped/sour cream'}),	0.005897305541433655
frozenset({'other vegetables', 'onions', 'root vegetables'}),	0.0056939501779359435
frozenset({'other vegetables', 'bottled water', 'rolls/buns'}),	0.007320793085917641
frozenset({'whole milk', 'brown bread', 'soda'}),	0.005083884087442806
frozenset({'other vegetables', 'root vegetables', 'pork'}),	0.007015760040671073
frozenset({'root vegetables', 'whole milk', 'whipped/sour cream'}),	0.00945602440264362
frozenset({'other vegetables', 'soda', 'rolls/buns'}),	0.009862735129639044
frozenset({'whole milk', 'rolls/buns', 'pip fruit'}),	0.0062023385866802234
frozenset({'yogurt', 'sausage', 'rolls/buns'}),	0.005998983223182512
frozenset({'yogurt', 'soda', 'rolls/buns'}),	0.00864260294865277
frozenset({'pastry', 'whole milk', 'yogurt'}),	0.009150991357397052
frozenset({'whole milk', 'yogurt', 'frankfurter'}),	0.0062023385866802234
frozenset({'fruit/vegetable juice', 'whole milk', 'tropical fruit'}),	0.005998983223182512
frozenset({'other vegetables', 'newspapers', 'root vegetables'}),	0.005998983223182512
frozenset({'whole milk', 'yogurt', 'pip fruit'}),	0.009557702084392475
frozenset({'other vegetables', 'bottled water', 'tropical fruit'}),	0.0062023385866802234
frozenset({'whole milk', 'rolls/buns', 'pork'}),	0.0062023385866802234
frozenset({'whole milk', 'bottled water', 'bottled beer'}),	0.006100660904931368
frozenset({'whole milk', 'beef', 'rolls/buns'}),	0.00681240467717336
frozenset({'other vegetables', 'whole milk', 'cream cheese '}),	0.006710726995424504
frozenset({'other vegetables', 'whole milk', 'hygiene articles'}),	0.005185561769191663
frozenset({'whole milk', 'rolls/buns', 'frankfurter'}),	0.005998983223182512
frozenset({'other vegetables', 'tropical fruit', 'whipped/sour cream'}),	0.007829181494661922
frozenset({'other vegetables', 'whole milk', 'shopping bags'}),	0.007625826131164209
frozenset({'citrus fruit', 'root vegetables', 'tropical fruit'}),	0.0056939501779359435
frozenset({'root vegetables', 'whole milk', 'domestic eggs'}),	0.008540925266903915
frozenset({'fruit/vegetable juice', 'bottled water', 'whole milk'}),	0.005795627859684799
